clean,hashtags,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,freq_anger,bi_anger,freq_anticipation,bi_anticipation,freq_disgust,bi_disgust,freq_fear,bi_fear,freq_joy,bi_joy,freq_love,bi_love,freq_optimism,bi_optimism,freq_pessimism,bi_pessimism,freq_sadness,bi_sadness,freq_surprise,bi_surprise,freq_trust,bi_trust
nawaz sharif speech terrorism kejriwal expected talk governance,[],0,1,1,0,0,0,0,0,0,0,0,0.010522451976018598,0.00014536292276383372,0.0053920467310716695,0.0008202484180923365,0.0121965801745785,0.0005182323565438613,0.021433074175246897,0.00029380080305552837,0.0037345947964645835,0.0001506402209389907,0.0016550810989738496,0.00016920473773265651,0.0051440329218107005,0.00018407166523499817,0.005705705705705706,0.0,0.005605211331616422,0.0,0.00199700449326011,0.0,0.002036659877800407,0.0
yall hyped abt girl getting hang clearly looks unhappy bored pics offense lol plus hates yall,[],1,0,1,0,0,0,0,0,0,0,0,0.026673192218279705,0.0007268146138191685,0.016625477420804315,0.0,0.026545498027023797,0.0007066804861961744,0.011767177978566926,0.0,0.023527947217726875,0.0,0.010592519033432638,0.0,0.0154320987654321,0.0,0.01951951951951952,0.0,0.02469322829874262,0.0,0.016475287069395907,0.0,0.007637474541751527,0.0
alone joy turned moping,[],0,0,0,0,1,0,0,1,1,0,0,0.001957665483910437,0.0,0.0013480116827679172,0.0,0.001913189046992706,0.0,0.001891153603698256,0.0,0.004232540769326529,0.0001506402209389907,0.0036411784177424696,0.0,0.003821281599059377,0.0,0.003903903903903904,0.00044856459330143536,0.003938797151946675,0.00018323967749816762,0.000998502246630055,0.0,0.0015274949083503055,0.0
trump supporters hillary haters wan chirp weak minded pandering liberals tweet emmya2 snickerfritz04,[],1,0,1,0,0,0,0,0,0,0,0,0.015538969778539092,0.0006299059986432793,0.0056167153448663226,0.0,0.01566423532225278,0.0006595684537830961,0.008615255305736499,0.0,0.006971243620067223,0.0,0.003310162197947699,0.0,0.0070546737213403885,0.0,0.009009009009009009,0.0002990430622009569,0.00787759430389335,6.10798924993892e-05,0.0054917623564653024,0.0,0.002545824847250509,0.0
pregame nerves settled facescreaminginfear cheering home guys redcircle whitecircle raisinghandslightskintone rugbyfootball aflcatsswans proudlysydney goswans sydneyswans swanssupport,"['cheering', 'AFLCatsSwans', 'ProudlySydney', 'goswans']",0,0,0,0,1,1,1,0,0,0,0,0.006729475100942127,0.0,0.006066052572455628,0.0,0.007174458926222647,0.0,0.004412691741962597,0.0,0.011826216855471179,0.0008536279186542805,0.012247600132406482,0.0025380710659898484,0.010875955320399765,0.0010430727696649897,0.0036036036036036032,0.0,0.006817148916830783,0.0,0.0054917623564653024,0.0,0.004582484725050916,0.0
bluejayhunter fine near future want bed super elated put together audio compilations great moments,[],0,0,0,0,1,0,1,0,0,0,0,0.017129572984216322,4.845430758794457e-05,0.017973489103572236,0.0,0.01817529594643071,4.7112032413078303e-05,0.017020382433284305,9.793360101850946e-05,0.02664010954811403,0.0006527742907356263,0.021847070506454815,0.0,0.026014109347442683,0.0007976438826849919,0.017417417417417418,0.0,0.020299954552340554,0.0,0.00798801797304044,0.0,0.01171079429735234,0.0
fire persontippinghandmediumlightskintone lit class great person good cheer,[],0,0,0,0,1,1,1,0,0,0,1,0.014560137036583874,0.0,0.015277465738036396,0.0,0.014109769221571207,0.0,0.014288716116831267,0.0,0.03597659653927549,0.0006025608837559629,0.030453492221118837,0.0020304568527918783,0.036743092298647854,0.0007362866609399926,0.009609609609609611,0.0,0.01514921981517952,0.0,0.009485771342985522,0.0,0.024949083503054987,0.0021964229683087543
bus car crash still shaking bit week absolute horror icing cake terrible,['terrible'],0,0,1,1,0,0,0,1,1,0,0,0.027162608589257314,0.0005814516910553348,0.015951471579420354,0.0,0.029774004543823986,0.0010835767455008008,0.04160537928136164,0.0024483400254627355,0.01755259554338354,5.021340697966357e-05,0.010923535253227406,0.0,0.014550264550264551,0.0,0.025525525525525523,0.003438995215311004,0.03272231480078776,0.0016491570974835083,0.014478282576135797,0.0,0.007128309572301426,0.0
andrewspoooner would cross street piss server dire,[],1,0,1,0,0,0,0,0,0,0,0,0.01223540927444023,0.0002907258455276674,0.011907436531116602,0.0,0.011837857228267369,0.0002826721944784698,0.00903551166211389,0.0,0.007842649072575626,0.0,0.004965243296921549,0.0,0.008818342151675485,0.0,0.007507507507507507,0.0,0.009846992879866687,0.0,0.00399400898652022,0.0,0.007637474541751527,0.0
asked one thing guys tonight got happy proud disappointed football timetoclimbthetable,"['happy', 'proud', 'disappointed', 'timetoclimbthetable']",0,0,0,0,1,0,0,0,1,0,0,0.03487091643215465,0.00014536292276383372,0.028083576724331615,0.0,0.032882936745187136,0.0001413360972392349,0.02269384324437907,0.0001958672020370189,0.055147516494460355,0.0006527742907356263,0.05329361138695796,0.00016920473773265651,0.04894179894179894,0.00018407166523499817,0.02882882882882883,0.00014952153110047846,0.037267080745341616,0.0007940386024920596,0.0199700449326011,0.0,0.02545824847250509,0.0
respond email within fays wifl killed animated gif girl ring,[],1,0,1,0,0,0,0,0,0,0,0,0.007708307842897345,0.0006783603062312239,0.006515389800044934,0.0,0.0075331818725337795,0.0004240082917177047,0.003992435385585207,0.0,0.0063488111539897925,5.021340697966357e-05,0.005627275736511089,0.0,0.004850088183421517,0.0,0.0036036036036036032,0.0,0.004847750340857446,0.0,0.004992511233150275,0.0,0.0015274949083503055,0.0
heard movie bob furious skittles analogy upset actually skittles,[],1,0,1,0,0,0,0,0,0,0,0,0.009421265141318977,0.0003876344607035565,0.0053920467310716695,0.0,0.00837020208059309,0.00037689625930462643,0.007564614414793024,0.0,0.005352919208265903,0.0,0.003972194637537239,0.0,0.004409171075837742,0.0,0.004804804804804805,0.0,0.006211180124223603,0.0,0.0034947578632051925,0.0,0.0035641547861507126,0.0
terror threat level really need raised,[],0,0,0,1,0,0,0,1,0,0,0,0.019576654839104368,9.690861517588914e-05,0.01482812851044709,0.00011717834544176236,0.02200167404041612,4.7112032413078303e-05,0.02878756041185123,0.0006855352071295662,0.01444043321299639,0.0,0.010261502813637868,0.0,0.013668430335097003,6.135722174499939e-05,0.01711711711711712,0.0008971291866028708,0.018633540372670808,0.0,0.00798801797304044,0.0,0.008146639511201629,0.0
apparently money world buy single person tell give waist hearty twohanded pinch onstage,[],0,1,0,0,0,0,0,0,0,0,0,0.017251927076960726,0.0,0.014154122669063131,0.0014061401453011482,0.01769699868468253,0.0,0.013027947047699096,0.0,0.018548487489107434,0.0,0.015888778550148957,0.0,0.020282186948853618,0.0,0.013513513513513514,0.00014952153110047846,0.0157551886077867,6.10798924993892e-05,0.006989515726410385,0.0,0.014765784114052952,0.0
enjoyed seamlessly setting alarm using okgoogle nougat tell okgoogle personalassistant,"['alarm', 'okgoogle', 'Nougat', 'Okgoogle', 'PersonalAssistant']",0,0,0,0,1,0,1,0,0,0,0,0.006729475100942127,0.0,0.004493372275893057,0.0,0.006696161664474471,0.0,0.003782307207396512,0.0,0.005850865181127848,0.0004519206628169722,0.0016550810989738496,0.0,0.005584950029394474,0.0005522149957049945,0.002702702702702703,0.0,0.005908195727920012,0.0,0.004992511233150275,0.0,0.0015274949083503055,0.0
internationaldayofpeace white supremacists terrorize everyone differing cultures online continue offline tomorrow,['internationaldayofpeace'],1,0,1,1,0,0,0,0,0,0,0,0.011868346996207023,0.0004845430758794456,0.007414064255223545,0.0,0.011718282912830325,0.000471120324130783,0.010086152553057365,0.0009793360101850942,0.010705838416531806,0.0,0.006289308176100629,0.0,0.010875955320399765,0.0,0.0039039039039039042,0.0,0.00908953188910771,0.0,0.00399400898652022,0.0,0.004582484725050916,0.0
candice pout gets preposterous week week gone bit jack nicholson joker gbbo,['GBBO'],1,0,1,0,0,0,0,0,0,0,0,0.01761898935519393,0.0006299059986432793,0.011907436531116602,0.0,0.01709912710749731,0.0006595684537830961,0.014288716116831267,0.0001958672020370189,0.015560811651935763,0.0,0.00893743793445879,0.0,0.01249265138154027,0.0,0.015315315315315315,0.00014952153110047846,0.0189365247689744,0.0001221597849987784,0.006989515726410385,0.0,0.0035641547861507126,0.0
week start new job looking forward cacking time,[],0,1,0,0,1,0,1,0,0,0,0,0.023002569435947633,0.00019381723035177828,0.03707032127611772,0.0025779235997187722,0.02188209972497908,9.422406482615661e-05,0.02101281781886951,0.000685535207129566,0.03883978588323167,0.0008536279186542806,0.023171135385633895,0.0005076142131979696,0.03880070546737213,0.0011044299914099891,0.01771771771771772,0.00014952153110047846,0.025299197091349795,0.00018323967749816762,0.015476784822765852,0.0,0.019348268839103868,0.00031377470975839345
bake match phone nightmare stressed gbbo ntfcvmufc,"['GBBO', 'NTFCVMUFC']",0,0,0,1,0,0,0,0,1,0,0,0.010033035605040989,4.845430758794457e-05,0.003819366434509099,0.0,0.010283391127585794,0.0,0.022063458709812987,0.000685535207129566,0.004854973235403959,0.0,0.004303210857332009,0.0,0.0048500881834215165,0.0,0.009009009009009007,0.0,0.014240266626268747,0.0004275592474957244,0.0034947578632051925,0.0,0.003054989816700611,0.0
even walking around family members carry guns makes nervous theyre family,[],1,0,0,1,0,0,0,1,0,0,0,0.016762510705983114,0.0004845430758794456,0.012581442372500563,0.0,0.018055721630993664,0.0,0.03130909855011557,0.0009793360101850942,0.017801568529814512,0.0,0.018205892088712348,0.0,0.016313932980599646,0.0,0.02252252252252252,0.0014952153110047845,0.02242084532646569,6.10798924993892e-05,0.012481278082875687,0.0,0.007128309572301426,0.0
tierney reaches deep cross back post plays back across alloa defence clear celtic relentless,[],0,0,0,0,0,0,0,0,1,0,0,0.01982136302459317,0.0,0.01482812851044709,0.0,0.018294870261867754,0.0,0.01575961336415213,0.0,0.015560811651935765,0.0,0.007613373055279708,0.0,0.015432098765432098,0.0,0.013513513513513513,0.0,0.019693985759733378,0.0007940386024920596,0.010484273589615577,0.0,0.005091649694501018,0.0
sad day 1st day fall dislike fall love summer firstdayoffall goodbyesummer sadness bathingsuitsforever,"['FirstDayofFall', 'goodbyesummer', 'sadness', 'bathingsuitsforever']",0,0,0,0,0,0,0,1,1,0,0,0.020310779395570782,4.845430758794457e-05,0.01617614019321501,0.00011717834544176236,0.022719119933038386,4.7112032413078303e-05,0.018281151502416472,0.0001958672020370189,0.06348811153989792,0.00020085362791865427,0.09003641178417743,0.00033840947546531303,0.055996472663139334,0.00012271444348999877,0.04714714714714716,0.0017942583732057412,0.059536433873655516,0.0007329587099926704,0.00948577134298552,0.0,0.023930753564154788,0.0
heard incredibly transcendent song ever amp feel high amp fucked yet joyful amp never,[],0,0,0,0,1,1,1,0,0,0,0,0.06619356417472165,4.845430758794457e-05,0.05167378117277016,0.00011717834544176236,0.0682769341145522,4.7112032413078303e-05,0.06598024795125025,0.0,0.0853977343458235,0.0006527742907356263,0.06256206554121152,0.002199661590524535,0.08142269253380366,0.0007976438826849919,0.051351351351351354,0.0,0.07786698985002272,0.0,0.042436345481777334,0.0,0.05753564154786151,0.0
untypical kinda friday dull,['dull'],0,0,1,0,0,0,0,0,1,0,0,0.0023247277621436437,0.0,0.002920691979330488,0.0,0.0033480808322372355,0.0001413360972392349,0.0027316663164530363,0.0,0.003361135316818125,0.0,0.0013240648791790798,0.0,0.0030864197530864196,0.0,0.0039039039039039042,0.0,0.004847750340857446,0.00018323967749816762,0.0004992511233150275,0.0,0.0010183299389002036,0.0
takumasgirl fell heard snap hffffhj,[],0,0,0,1,0,0,0,0,1,0,0,0.0030588523186100575,0.0,0.004044035048303752,0.0,0.0033480808322372355,0.0,0.0014708972473208657,0.0003917344040740378,0.0037345947964645835,0.0,0.0019860973187686196,0.0,0.00205761316872428,0.0,0.002102102102102102,0.0,0.0025753673685805184,0.0002443195699975568,0.0024962556165751375,0.0,0.0005091649694501018,0.0
like hello first born must always laugh jokes,[],0,0,0,0,1,0,1,0,0,1,0,0.03328031322647743,0.00033918015311561195,0.019096832172545496,0.0,0.033959105584120526,0.00032978422689154815,0.021433074175246897,0.0,0.03361135316818125,0.000351493848857645,0.026481297583581597,0.0,0.032039976484420925,0.00042950055221499566,0.02702702702702703,0.0,0.032267838206332375,0.0,0.02196704942586121,0.002313284864507601,0.022912423625254582,0.0
alohajonathan atlantafx seen clip jail scene sexuality part hilarious,[],0,1,0,0,1,0,1,0,0,0,0,0.005138871895264897,0.0,0.006290721186250281,0.0009374267635340988,0.00609829008728925,0.0,0.004832948098339987,0.0,0.014564919706211876,0.0004017072558373086,0.009930486593843098,0.0,0.009847148736037625,0.0004908577739599951,0.0042042042042042035,0.0,0.006059687926071808,0.0,0.012481278082875687,0.0,0.004073319755600814,0.0
half past midnight loud banging front door told new rape cases edinburgh today joyful nosleep,"['joyful', 'nosleep']",0,0,0,1,1,0,0,0,0,0,0,0.021901382601248007,0.0005814516910553348,0.01797348910357223,0.0,0.021045079516919765,0.0005653443889569395,0.02059256146249212,0.002546273626481245,0.027138055520975975,0.0007532011046949534,0.019529956967891428,0.0,0.023662551440329218,0.0,0.015315315315315315,0.0,0.0219663687320103,0.0007329587099926704,0.010983524712930605,0.0,0.01680244399185336,0.0
depression judging exposing everyone helping,[],0,0,1,0,0,0,0,0,0,0,0,0.004527101431542885,0.0,0.0022466861379465287,0.0,0.00609829008728925,0.00018844812965231321,0.008615255305736499,0.0,0.004606000248972986,0.0,0.005296259516716319,0.0,0.006760728982951205,0.0,0.015615615615615615,0.0,0.01666414179669747,0.0,0.0014977533699450825,0.0,0.002545824847250509,0.0
5am blues riding cab home belly much bigger rest body\n couldnt preggy\n lose day,[],0,0,1,0,0,0,0,0,1,0,0,0.016517802520494312,0.0,0.019321500786340148,0.0,0.0173382757383714,0.0006124564213700178,0.014498844295019962,0.0,0.03834183991036973,0.0,0.034425686858656074,0.0,0.030717225161669602,0.0,0.016816816816816817,0.0,0.02423875170428723,0.0007940386024920596,0.00798801797304044,0.0,0.01374745417515275,0.0
bdp514am tired restless community human tired asking change ignored,[],1,0,1,0,0,0,0,1,1,0,0,0.011256576532485012,0.0003876344607035565,0.004268703662098405,0.0,0.010044242496711707,0.00037689625930462643,0.004832948098339987,0.0,0.0057263786879123615,0.0,0.005296259516716319,0.0,0.006172839506172839,0.0,0.015915915915915915,0.0011961722488038277,0.014694743220724131,0.0004886391399951136,0.0034947578632051925,0.0,0.002545824847250509,0.0
hesham786 spirit,[],0,1,0,0,1,0,1,0,0,0,0,0.0002447081854888046,0.0,0.0006740058413839587,0.00011717834544176236,0.0003587229463111324,0.0,0.0002101281781886951,0.0,0.000995891945723889,0.00010042681395932714,0.0,0.0,0.0014697236919459142,0.00012271444348999877,0.0006006006006006006,0.0,0.0001514921981517952,0.0,0.0,0.0,0.0,0.0
always one song makes turn radio rather sit silence poutingface,[],1,0,1,0,0,0,0,0,0,0,0,0.02924262816591215,0.0008721775365830021,0.017299483262188275,0.0,0.02917613296663877,0.0008480165834354094,0.017440638789661695,0.0,0.03149508278351798,0.0,0.025819265143992052,0.0,0.029835390946502057,0.0,0.023123123123123125,0.0,0.02999545523405545,0.0005497190324945028,0.010484273589615576,0.0,0.02545824847250509,0.0
symmetry key everything must aesthetically pleasing possible hold twin pistols deaththekid bot,"['DeathTheKid', 'Bot']",0,1,0,0,0,0,1,0,0,0,0,0.005995350544475713,0.0,0.006515389800044935,0.0014061401453011482,0.005978715771852207,0.0,0.004202563563773902,0.0,0.008838541018299513,0.00025106703489831785,0.007282356835484939,0.0005076142131979696,0.013227513227513229,0.0009817155479199902,0.005705705705705706,0.0,0.006059687926071807,0.0,0.0024962556165751375,0.00033046926635822867,0.008146639511201629,0.00031377470975839345
thecathesay may alwayshungry sunk low yet thereluctantcat,['alwayshungry'],0,0,0,0,0,0,0,0,0,0,0,0.0037929768750764713,4.845430758794457e-05,0.003819366434509099,0.0,0.005022121248355853,4.7112032413078303e-05,0.006513973523849548,0.0,0.00547740570148139,0.0,0.003310162197947699,0.0,0.007789535567313344,0.0,0.006306306306306306,0.0,0.006362672322375398,0.0,0.0044932601098352475,0.0,0.003054989816700611,0.0
illinoisloyalty rutgers game abomination affront god man must never speak,[],1,0,1,0,0,0,0,0,1,0,0,0.02398140217790285,0.00043608876829150106,0.013480116827679174,0.0,0.02236039698672725,0.0004240082917177047,0.013658331582265182,0.0,0.019793352421262293,0.0,0.012578616352201259,0.0,0.026161081716637273,0.0,0.016816816816816817,0.0,0.019693985759733374,0.0005497190324945028,0.00599101347978033,0.0,0.019348268839103868,0.0
someone tells going tear apart say why tall,[],0,0,0,0,0,0,1,0,1,0,0,0.023491985806925242,0.0003876344607035565,0.01325544821388452,0.0,0.02343656582566065,0.00037689625930462643,0.01638999789871822,0.0,0.012573135814764097,0.0,0.009930486593843098,0.0,0.013962375073486187,0.00042950055221499566,0.01771771771771772,0.0,0.018027571580063628,0.00042755924749572437,0.010484273589615577,0.002313284864507601,0.007637474541751527,0.0
gypsydragoness wrinkling well looks like name starts letter man smiled gave hearty,[],0,1,0,0,1,0,1,0,0,0,0,0.03584974917410988,0.0001453629227638337,0.025162884745001127,0.001640496836184673,0.03551357168480211,0.0002355601620653915,0.020382433284303426,0.00029380080305552837,0.0349807045935516,0.0007532011046949533,0.021516054286660043,0.0,0.03218694885361552,0.0009817155479199902,0.026126126126126126,0.0005980861244019139,0.031510377215573405,0.0002443195699975568,0.022466300549176237,0.0009914077990746861,0.018329938900203662,0.0
totally knew trump finally gets revenge soninlaw prosecutionimprisonment throws christie bus,[],1,0,0,0,0,0,0,0,0,0,0,0.017741343447938332,0.0004845430758794456,0.007189395641428892,0.0,0.014946789429630515,0.0,0.0073544862366043285,0.0,0.008091622059006598,0.0,0.003641178417742469,0.0,0.007642563198118754,0.0,0.006606606606606606,0.0,0.007423117709437964,0.0,0.004992511233150275,0.0,0.004073319755600814,0.0
honestly friends bnc mean feeling terrible hahaha,['terrible'],1,0,1,0,1,0,0,0,0,0,0,0.016028386149516703,0.0002907258455276674,0.004942709503482363,0.0,0.016979552792060267,0.00037689625930462643,0.013238075225887791,0.0001958672020370189,0.0077181625793601395,0.00040170725583730854,0.006620324395895399,0.0,0.005878894767783656,0.0,0.013513513513513513,0.0,0.018027571580063628,0.0,0.0034947578632051925,0.0,0.0010183299389002036,0.0
iyaycruz lets see chirp,[],0,0,0,0,0,0,0,0,0,0,0,0.007585953750152943,0.0,0.01011008762075938,0.0,0.008131053449719,0.0,0.005463332632906073,0.0,0.011701730362255695,0.0,0.007613373055279709,0.0,0.011022927689594357,0.0,0.008408408408408409,0.0,0.008786547492804121,0.0,0.0044932601098352475,0.0,0.003054989816700611,0.0
recording fnaf facetime mum let know okay let high pitched scream facewithtearsofjoy horror suchagirl,"['FNAF', 'horror', 'suchagirl']",0,0,0,1,1,0,0,0,0,0,0,0.030343815000611767,0.00019381723035177828,0.028757582565715572,0.00046871338176704945,0.029774004543823986,0.00018844812965231321,0.038663584786719905,0.0012731368132406224,0.043943732105066594,0.0012553351744915894,0.030784508440913603,0.0018612521150592216,0.03968253968253968,0.00012271444348999877,0.023723723723723725,0.0,0.027117103469171344,0.0001832396774981676,0.026460309535696457,0.0,0.020875763747454174,0.0006275494195167869
dreamsandpocky like despite irritation towards ship least canon buckynat canon clintwanda canon,[],1,0,1,0,0,0,0,0,0,0,0,0.027896733145723725,0.0005329973834673902,0.013480116827679174,0.0,0.028936984335764686,0.0005182323565438613,0.015339357007774742,0.0,0.017428109050168054,0.0,0.010261502813637868,0.0,0.017048794826572605,0.0,0.02102102102102102,0.0,0.021663384335706713,0.0,0.010983524712930605,0.0,0.010692464358452138,0.0
therandomant megm203 yeah figured ornaments way wanted spektar desolate gear well thought right,[],0,1,0,0,0,0,1,0,0,0,0,0.019943717117337577,0.0,0.019096832172545496,0.0014061401453011482,0.020447207939734546,0.0,0.01765076696785039,0.0,0.021411676833063612,0.0,0.013902681231380339,0.0,0.024397413286302173,0.0007362866609399926,0.015915915915915915,0.0,0.01908801696712619,0.0,0.01198202695956066,0.0,0.015274949083503055,0.0
panda eyed jaunty watching jaws late,[],0,0,0,0,1,0,0,0,0,0,0,0.0035482686895876667,0.0,0.004268703662098404,0.0,0.0035872294631113235,0.0,0.0031519226728304265,0.0,0.0051039462218349305,0.00025106703489831785,0.004634227077126779,0.0,0.002645502645502646,0.0,0.002102102102102102,0.0,0.003484320557491289,0.0,0.00399400898652022,0.0,0.0015274949083503055,0.0
contactless affliction kart needs must regarding psychological moment xbeujgb,[],0,0,0,0,1,0,0,0,0,0,0,0.0034259145968432644,0.0,0.0038193664345090987,0.0,0.004304675355733589,0.0,0.0035721790292078167,0.0,0.005228432715050417,0.0004017072558373086,0.0019860973187686196,0.0,0.004703115814226926,0.0,0.006006006006006006,0.0,0.005302226935312832,0.0,0.00199700449326011,0.0,0.0015274949083503055,0.0
merriment amp laughter dadwroteaporno kingsplace amp instructional powerpoint presentationwell done concerned amp thanks,[],0,0,0,0,1,0,1,0,0,0,0,0.04894163709776092,0.0,0.03886767018647495,0.0,0.0498624895372474,0.0,0.04895986551796595,0.0,0.07382049047678328,0.0006025608837559628,0.05561072492552135,0.0,0.06305114638447973,0.0007362866609399926,0.02942942942942943,0.0,0.05317376155128011,0.0,0.0344483275087369,0.0,0.04735234215885947,0.0
study skills terrible unamusedface,[],1,0,1,0,0,0,0,0,1,0,0,0.010400097883274196,0.00014536292276383372,0.002022017524151876,0.0,0.010761688389333971,0.0001413360972392349,0.005883588989283463,0.0,0.000995891945723889,0.0,0.0006620324395895399,0.0,0.0010288065843621398,0.0,0.003903903903903904,0.0,0.00818057870019694,0.00018323967749816762,0.00199700449326011,0.0,0.0,0.0
even feel anger anymore explain tulsa charlotte trayvon sandrabland philando ferguson batonrouge michaelbrown,"['feel', 'anger', 'Tulsa', 'Charlotte', 'Trayvon', 'SandraBland', 'Philando', 'Ferguson', 'BatonRouge', 'MichaelBrown']",1,0,1,0,0,0,0,1,0,0,0,0.028141441331212526,0.0005814516910553348,0.00853740732419681,0.0,0.026067200765275623,0.0005653443889569395,0.013868459760453877,0.0,0.013071081787626043,5.021340697966357e-05,0.010592519033432638,0.0,0.015138154027042917,6.135722174499939e-05,0.02102102102102103,0.0017942583732057412,0.02257233752461748,0.0,0.010484273589615577,0.0,0.009674134419551934,0.0
projection perception see someone else also level within anger worry,"['anger', 'worry']",1,0,1,1,0,0,0,0,0,0,0,0.034136791875688244,0.0008721775365830021,0.019770838013929457,0.00011717834544176236,0.03096974769819443,0.0011778008103269576,0.023954612313511245,0.0015669376162961508,0.021411676833063605,0.00025106703489831785,0.015557762330354186,0.00016920473773265651,0.03042328042328042,0.0003067861087249969,0.024624624624624624,0.0011961722488038277,0.023935767307983642,6.10798924993892e-05,0.008986520219670495,0.0,0.017311608961303463,0.0009413241292751804
embitteredicon sam grins steve lips murmuring words playful tone want shirt sure could accommodate,[],0,0,0,0,1,0,0,0,1,0,0,0.017374281169705123,4.845430758794457e-05,0.018422826331161535,0.00011717834544176236,0.017218701422934354,4.7112032413078303e-05,0.016810254255095608,0.0,0.021411676833063612,0.0006527742907356263,0.017874875868917575,0.0,0.020576131687242795,6.135722174499939e-05,0.017417417417417418,0.0,0.020299954552340557,0.0007940386024920596,0.008986520219670495,0.0,0.013238289205702646,0.0
people need way escape escape corrupted worldthis reality jokethis fury constant pain amp stresswe need vacation,[],1,0,1,0,0,0,0,0,0,0,0,0.05970879725926832,0.0008721775365830021,0.035497640979555156,0.0,0.059667583403085,0.0008480165834354092,0.04454717377600336,9.793360101850946e-05,0.044317191584713055,0.0,0.02846739490235021,0.0,0.04614932392710171,0.0,0.03393393393393394,0.0,0.0504469019845478,0.0001221597849987784,0.015476784822765852,0.0,0.03207739307535642,0.0
itdominiccoyle irishtimesbiz barroso going goldman eucommission getting serious self inflicted problem,[],0,0,1,0,0,0,0,0,0,0,0,0.017741343447938335,0.0,0.01550213435183105,0.0,0.01877316752361593,0.000471120324130783,0.014288716116831267,0.0,0.013071081787626043,0.0,0.003972194637537239,0.0,0.012198706643151086,0.0,0.016516516516516516,0.0,0.016512649598545676,0.0,0.007488766849725412,0.0,0.006619144602851323,0.0
ireneestry wait see hun cuddles gossip laughter,"['cuddles', 'gossip', 'laughter']",0,0,0,0,1,1,1,0,0,0,0,0.00905420286308577,0.0,0.014378791282857786,0.0009374267635340988,0.01016381681214875,0.0,0.007564614414793024,9.793360101850946e-05,0.021660649819494584,0.0007532011046949536,0.019860973187686197,0.0018612521150592216,0.01895943562610229,0.0004908577739599951,0.009309309309309309,0.0,0.012725344644750796,0.0,0.00599101347978033,0.00033046926635822867,0.005600814663951121,0.0
cnn amp donlemon must rejoicing ovet charlotte protests northcarolina,"['Charlotte', 'NorthCarolina']",0,0,1,0,1,1,0,0,0,0,0,0.020066071210081977,0.0,0.013704785441473827,0.0,0.021642951094104988,0.00037689625930462643,0.01765076696785039,0.0,0.02464832565666625,0.0004519206628169722,0.017874875868917575,0.0013536379018612521,0.021017048794826573,0.0,0.01231231231231231,0.0,0.01984547795788517,0.0,0.011482775836245632,0.0,0.014256619144602852,0.0
unitedfrontrev juandeznuts lucidhurricane sex offense happens across races cultures creeds amp castrated,[],1,0,1,0,0,0,0,0,1,0,0,0.019454300746359968,0.0005329973834673902,0.017299483262188272,0.0,0.01996891067798637,0.0005182323565438613,0.017020382433284305,0.0,0.021287190339848126,0.0,0.013240648791790797,0.0,0.0188124632569077,0.0,0.010810810810810811,0.0,0.019996970156036967,0.0006718788174932812,0.014977533699450825,0.0,0.01629327902240326,0.0
source \n\n mindset philosophy thoughtsbecomethings news lifehacks fear life pleasert problemsolving,"['mindset', 'philosophy', 'thoughtsbecomethings', 'news', 'lifehacks', 'fear', 'you', 'LIFE', 'PleaseRT', 'ProblemSolving']",0,0,0,1,1,0,1,0,0,0,0,0.009788327419552184,0.0,0.00853740732419681,0.0009374267635340988,0.010402965443022837,0.0,0.03235973944105905,0.0012731368132406226,0.01767708203659903,0.0005021340697966357,0.011916583912611717,0.0,0.02704291593180482,0.0012271444348999877,0.018318318318318316,0.0,0.01545220421148311,0.0,0.0034947578632051925,0.0,0.012219959266802444,0.0
easportsmut fix homeaway deptch chart invalid glitch close madden reopen everytime happens,[],1,0,1,0,0,0,0,0,0,0,0,0.005016517802520494,0.0005329973834673902,0.00471804088968771,0.0,0.005141695563792897,0.0005182323565438613,0.0027316663164530363,0.0,0.0034856218100336113,0.0,0.0016550810989738498,0.0,0.003821281599059377,0.0,0.003303303303303303,0.0,0.0037873049537948803,0.0,0.00399400898652022,0.0,0.002545824847250509,0.0
icuminhoesasses think need white peoples votes would reach things concern amp leave rest,[],1,0,1,0,0,0,0,0,0,0,0,0.04832986663403891,0.0006299059986432793,0.043361042462368014,0.00011717834544176236,0.049264617960062186,0.0006124564213700178,0.04328640470687119,0.0,0.04593551599651438,5.021340697966357e-05,0.028136378682555443,0.0,0.046737213403880075,0.00012271444348999877,0.03663663663663663,0.00014952153110047846,0.049689440993788817,6.10798924993892e-05,0.02396405391912132,0.0,0.03818737270875764,0.00031377470975839345
smiling stress,[],0,0,0,0,1,0,1,0,1,0,1,0.0002447081854888046,0.0,0.0011233430689732643,0.0,0.0003587229463111324,0.0,0.0010506408909434755,0.0,0.0063488111539897925,5.021340697966357e-05,0.00827540549486925,0.0,0.006466784244562022,6.135722174499939e-05,0.0009009009009009008,0.0,0.0015149219815179518,6.10798924993892e-05,0.000998502246630055,0.0,0.002036659877800407,0.00031377470975839345
